Cell,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,Lndscp,Rgn,Time,Wthr,Wndspd,Grsl,Agri,Scrb,Wdl,Brn,Grdvg_ht,Grdvg_cov,Arth,Act_dstb,Psv_dstb,sel
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.571,1,1.643,0.06,0.774,0.024,0,0.143,0.118,0.154,0.144,2.071,1.643,1
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.786,1,1.143,0.25,0.679,0.071,0,0,0.113,0.346,0.277,1.643,1.286,1
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.722,0.944,1.167,0.352,0.435,0.139,0.074,0,0.342,0.567,0.236,1.389,1.556,1
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.7,1,1.35,0.358,0.492,0.067,0.083,0,0.327,0.5,0.195,1.4,0.75,1
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.643,1,1.571,0.345,0.417,0.131,0.036,0.071,0.26,0.489,0.188,2.5,1.5,1
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.833,0.556,0.833,0.111,0.602,0.241,0.046,0,0.343,0.339,0.169,1,1.222,1
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,Saurashtra,Guj,0.864,0.273,1.091,0.299,0.436,0.223,0.042,0,0.252,0.511,0.134,1.591,1.773,1
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.933,0.333,1.333,0.144,0.311,0.256,0.133,0.156,0.389,0.473,0.09,1.067,2.133,1
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.813,0.875,0.938,0,0.875,0,0.094,0.031,0.233,0.309,0.21,1.5,1.813,1
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.733,1,1.333,0.106,0.583,0.217,0.094,0,0.29,0.483,0.091,1,0.933,1
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.941,1,1,0.363,0.461,0.059,0.118,0,0.245,0.374,0.312,1.529,0.824,1
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.5,1,1.375,0.25,0.552,0.156,0.042,0,0.298,0.584,0.193,2.625,1.563,1
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.571,1,1.429,0.357,0.44,0.143,0.06,0,0.264,0.675,0.96,1.214,1.214,1
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.6,1,1,0.267,0.7,0,0.033,0,0.117,0.247,0.281,1.267,1.333,1
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.467,0.867,1.214,0.429,0.429,0.071,0.071,0,0.197,0.373,0.205,2.133,1.667,1
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.278,1,0.889,0.324,0.324,0.139,0.213,0,0.614,0.592,0.785,1.889,1.167,1
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.357,0.857,1.286,0.024,0.25,0.214,0.512,0,0.236,0.743,0.204,1.357,2.214,1
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.733,0.733,0.929,0.389,0.556,0,0.056,0,0.194,0.543,0.438,1.533,1.267,1
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.6,0.8,1.067,0.344,0.267,0.278,0.111,0,0.272,0.703,0.3,2,1.733,1
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Saurashtra,Guj,0.72,1,1.04,0.1,0.607,0.127,0.167,0,0.36,0.436,0.52,1.24,1.04,1
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.5,1,1.688,0.375,0.219,0.094,0.25,0.063,0.176,0.684,0.165,1.063,0.625,1
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.625,0.938,0.75,0.172,0.339,0.306,0.183,0,0.126,0.228,0.084,1.938,2.188,1
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.4,0.933,1.067,0.5,0.429,0.036,0,0.036,0.189,0.563,0.335,1.533,1.6,1
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.333,1,1.286,0.383,0.383,0.208,0.025,0,0.202,0.69,0.356,1.524,1.524,1
151,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.615,0.769,1.231,0.397,0.321,0.244,0.038,0,0.138,0.612,0.813,1,1.077,1
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.438,1,1,0.365,0.427,0,0.208,0,0.14,0.378,0.1,1.875,1.375,1
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.75,1,1.2,0.233,0.467,0.042,0.258,0,0.193,0.405,0.189,1.7,1.45,1
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,1,1.2,0.1,0.6,0.233,0.033,0.033,0.25,0.45,0.342,1.533,1.267,1
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.188,1,1.063,0.144,0.622,0.144,0.089,0,0.19,0.375,0.291,2,1.5,1
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.429,1,1.143,0.393,0.333,0.202,0.071,0,0.201,0.323,0.66,1.714,1.929,1
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.267,1,1.067,0.189,0.467,0.267,0.078,0,0.229,0.467,0.413,1.733,1.4,1
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.125,1,1.063,0.333,0.365,0.115,0.188,0,0.161,0.288,0.225,1.25,1.188,1
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.4,0.733,1.333,0.206,0.139,0.439,0.072,0.144,0.279,0.627,0.439,1.333,0.8,1
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,1,1.133,0.1,0.6,0.3,0,0,0.151,0.29,0.342,1.4,1.2,1
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,1,1,1,0,0.321,0.071,0.607,0,0.112,0.711,0.112,2.143,2.357,1
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.533,0.4,1.133,0.111,0.511,0.344,0,0.033,0.125,0.2,0.464,1.467,1.267,1
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.6,1,1.4,0.25,0.393,0.321,0.036,0,0.319,0.653,0.5,1.667,1.267,1
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.643,1,1.357,0.036,0.286,0.286,0.036,0.357,0.211,0.268,0.171,1.286,1.143,1
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,0.867,1.267,0.3,0.467,0.178,0,0.056,0.274,0.647,0.097,2.133,2.8,1
210,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.455,1,1.545,0.121,0.576,0.303,0,0,0.178,0.573,0.4,1.545,1.182,1
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.813,1,1.125,0.24,0.615,0.052,0,0.094,0.147,0.281,0.308,2,1.688,1
216,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.909,1,0.909,0.136,0.348,0.091,0.394,0.03,0.714,0.509,0.5,2,1.818,1
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.571,1,0.905,0.04,0.46,0.151,0.349,0,0.771,0.579,0.6,1.429,1.333,1
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.6,1,1.133,0.056,0.589,0.033,0.322,0,0.227,0.36,0.365,2,1.933,1
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.714,1,1.357,0,0.643,0.036,0.321,0,0.208,0.354,0.42,2,1.857,1
226,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.692,1,1,0.346,0.538,0,0.115,0,0.115,0.338,0.205,1.846,1.308,1
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.706,1,1.765,0.235,0.676,0,0.059,0.029,0.187,0.5,0.774,1.118,0.529,1
230,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.583,1,1.333,0.028,0.861,0.028,0.083,0,0.192,0.446,0.258,1.667,1.083,1
231,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.429,1,1,0,0.476,0.405,0.071,0.048,0.418,0.486,0.164,1.857,1.571,1
237,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.692,1,1.077,0.449,0.256,0.038,0.141,0.115,0.124,0.335,0.177,0.692,0,1
238,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.556,1,1.889,0.056,0.815,0.093,0.037,0,0.271,0.383,0.117,1.667,0.667,1
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.8,1,1.7,0.367,0.467,0.1,0.067,0,0.194,0.463,0.235,1.25,0.85,1
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.412,0.941,1.059,0.039,0.775,0.098,0.088,0,0.118,0.147,0.338,1.235,1.118,1
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.25,0.875,0.438,0.188,0.656,0.156,0,0,0.151,0.316,0.839,1.438,1,1
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.267,0.733,0.667,0,0.6,0.3,0,0.1,0.168,0.18,0.45,1.733,1.333,1
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.933,1,1.267,0.033,0.833,0.033,0.1,0,0.272,0.193,0.473,1.733,1.067,1
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.8,1,1,0,0.867,0,0.133,0,0.229,0.243,0.404,2.267,1.733,1
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.467,1,1.067,0.411,0.444,0.122,0.022,0,0.301,0.46,0.247,1.4,1.667,1
261,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.5,1,1,0.028,0.653,0.278,0,0.042,0.116,0.3,0.236,0.917,1.667,1
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,0.933,1.467,0.239,0.539,0.106,0.117,0,0.151,0.277,0.213,1.867,0.933,1
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,1,1,0.067,0.733,0.167,0.033,0,0.15,0.24,0.261,1.533,0.4,1
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,1,1.533,0.133,0.7,0.167,0,0,0.1,0.2,0.245,1,0.667,1
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.647,1,0.882,0.118,0.676,0.176,0,0.029,0.147,0.212,0.371,1.529,0.235,1
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.333,0.8,0.733,0.1,0.533,0.233,0,0.133,0.516,0.27,0.341,0.867,0.2,1
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.357,0.857,0.786,0.154,0.577,0.115,0.077,0.077,0.236,0.289,0.309,1.214,1.071,1
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.467,1,1.333,0.3,0.633,0.033,0,0.033,0.122,0.253,0.293,0.733,0.467,1
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.5,0.875,1.313,0.063,0.813,0.063,0,0.063,0.198,0.322,0.35,0.5,0.75,1
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.933,1,0.933,0.033,0.833,0.133,0,0,0.242,0.173,0.6,1.067,1,1
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.4,1,1.867,0.356,0.411,0.178,0.022,0.033,0.213,0.387,0.25,1.067,0.8,1
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.286,0.929,1.071,0.095,0.762,0.119,0,0.024,0.24,0.25,0.219,0.929,1.571,1
291,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.769,1,0.923,0,0.462,0.231,0,0.308,0.438,0.265,1.133,0.846,0.231,1
292,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,1,1,1,0.389,0.167,0.222,0,0.222,0.166,0.542,0.217,0.833,0,1
296,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,1,1,0.222,0.333,0.333,0,0.111,0.1,0.383,0.3,1.667,1.667,1
297,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.5,1,0.833,0.069,0.611,0.153,0,0.167,0.1,0.271,0.106,1.5,0.75,1
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,0.867,1.067,0.2,0.567,0.233,0,0,0.283,0.41,0.213,1.667,1,1
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.786,1,1,0.31,0.417,0.202,0,0.071,0.128,0.321,0.642,0.643,0.5,1
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.467,1,1.333,0.089,0.722,0.189,0,0,0.194,0.253,0.663,1.067,1,1
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.438,1,1.063,0.094,0.625,0.063,0,0.219,0.169,0.178,0.259,1.125,1.25,1
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.563,1,1,0.042,0.115,0.729,0,0.115,0.132,0.309,0.554,1.563,1.313,1
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.667,1,1.067,0.033,0.767,0.067,0,0.133,0.11,0.14,0.34,1.467,0.867,1
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.867,1,1,0.144,0.4,0.322,0,0.133,0.333,0.453,0.146,0.867,1.067,1
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.706,0.941,0.647,0.176,0.618,0.147,0,0.059,0.088,0.2,0.107,1,0.059,1
312,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.417,1,0.917,0.264,0.347,0.389,0,0,0.18,0.4,0.294,0.917,1.25,1
316,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.385,0.923,0.769,0.115,0.603,0.103,0.179,0,0.227,0.362,0.614,1.538,0.769,1
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.467,1,0.8,0.067,0.7,0.233,0,0,0.195,0.43,1.04,2.067,1.133,1
1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.357,0.571,1.429,0.064,0.526,0.321,0.038,0.051,0.102,0.229,0.09,1.429,1.643,1
1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Saurashtra,Guj,0.607,0.714,0.964,0,0.81,0.113,0.054,0.024,0.212,0.191,0.15,1.821,1.571,1
1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.357,1,1.5,0.036,0.667,0.238,0,0.06,0.102,0.2,0.068,1.214,1,1
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.714,0.929,1.286,0.071,0.786,0.071,0.071,0,0.172,0.236,0.229,1.786,1.357,1
1021,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.571,0.714,1,0.048,0.69,0.119,0.143,0,0.22,0.186,0.192,1.286,2.143,1
1024,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.75,1,1.25,0.188,0.625,0.125,0.063,0,0.284,0.313,0.293,1.875,0.375,1
1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.471,1,1.412,0.255,0.49,0.147,0.108,0,0.309,0.309,0.206,2.118,0.471,1
1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.353,0.941,1.882,0.216,0.745,0.039,0,0,0.27,0.326,0.147,1.471,0.765,1
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.722,1,1.722,0.37,0.454,0.046,0.13,0,0.273,0.553,0.258,1.667,0.333,1
1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.647,1,1,0.255,0.373,0.186,0.127,0.059,0.22,0.415,0.12,1.706,1.353,1
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.688,0.938,0.875,0.281,0.375,0.208,0.135,0,0.39,0.509,0.121,1.438,1.5,1
1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.789,0.947,0.895,0.158,0.658,0.158,0.026,0,0.241,0.361,0.259,1.789,1.316,1
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.533,1,1.067,0.139,0.539,0.272,0.05,0,0.143,0.223,0.064,1.133,1.267,1
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Saurashtra,Guj,0.8,1,0.84,0.053,0.673,0.16,0.113,0,0.309,0.288,0.108,1.6,1.16,1
id 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.688,0.938,0.938,0.188,0.688,0.125,0,0,0.148,0.272,0.317,1.688,2.125,1
id 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.625,1,1,0.156,0.844,0,0,0,0.07,0.063,0.15,2.313,1.438,1
id 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.467,0.8,1.067,0.071,0.679,0.214,0,0.036,0.345,0.303,0.167,2.733,1.533,1
id 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.4,1,1.733,0.048,0.5,0.202,0.25,0,0.216,0.42,0.2,1.867,2.067,1
id 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Saurashtra,Guj,0.333,0.933,1.933,0.078,0.622,0.144,0.156,0,0.174,0.343,0.46,1.4,1.467,1
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.765,1,0.941,0.578,0.235,0.147,0.02,0.02,0.192,0.482,1.85,1.118,1.588,1
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.8,1,1,0.192,0.231,0.538,0.038,0,0.258,0.467,1.07,1.6,1.733,1
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.8,1,0.933,0.233,0.3,0.167,0.3,0,0.132,0.573,1.917,1.933,1.467,1
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.375,0.938,1,0.188,0.531,0.156,0.125,0,0.227,0.291,1.028,1.813,1.25,1
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.647,0.938,0.412,0.313,0.5,0.188,0,0,0.105,0.432,1.39,2.059,1.353,1
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.533,1,1.067,0.167,0.7,0.1,0.033,0,0.187,0.26,1.55,1.467,0.6,1
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.5,0.75,0,0.385,0.302,0,0.292,0.021,0.424,0.434,0.25,1.375,0.688,1
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.75,1,0.6,0.278,0.222,0,0.478,0.022,0.563,0.694,0.688,1.125,0.875,1
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.467,0.8,0,0.381,0.393,0,0.131,0.095,0.06,0.353,0.806,1.533,1.2,1
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.733,1,0.733,0.5,0.2,0.267,0.033,0,0.422,0.697,0.888,1.467,0.933,1
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.778,1,0.824,0.278,0.556,0.139,0.028,0,0.239,0.3,1.715,1.056,0.889,1
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.667,0.933,0.933,0.067,0.8,0.1,0.033,0,0.277,0.383,1.65,1,0.733,1
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.6,0.867,0.8,0.513,0.359,0.128,0,0,0.13,0.45,0.857,1.933,1.2,1
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.25,0.563,0.625,0.167,0.631,0.06,0.143,0,0.168,0.397,1.56,1.313,0.813,1
568,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.231,0.615,0.769,0.231,0.538,0.154,0.077,0,0.105,0.477,0.886,1.077,0.692,1
570,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Shahpura,Rajr,0.909,1,0.364,0.167,0.758,0,0.045,0.03,0.192,0.159,0.361,0.636,0.455,1
